Year,Week,DateId,Team,Opp,Position,Player,PassAtt,PassCom,PassYds,PassTD,PassINT,Pass300,RushAtt,RushYds,RushTD,Rush100,RecCatches,RecYds,RecTD,Rec100,FumL,TwoPT,DefYardsTotal,DefPointsTotal,DefSk,DefINT,DefFF,DefFR,DefTD,DefSft,DefBlk,DefReturnTD,FantasyPointsDraftKings,FantasyPointsFanDuel
2019,17,20191229,BAL,vs PIT,D,Baltimore Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.23,17.75,2.1,1,1.15,0.51,0.22,0.05,0.07,0.04,7.9,7.9
2019,17,20191229,BAL,vs PIT,K,Justin Tucker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,7.3
2019,17,20191229,NO,@ CAR,QB,Drew Brees,36.52,25.93,283,2.01,0.61,0.42,1,0.9,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,19.2
2019,17,20191229,NE,vs MIA,QB,Tom Brady,37.43,24.7,262,2.04,0.5,0.32,1,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19.1
2019,17,20191229,TEN,@ HOU,QB,Ryan Tannehill,33.55,21.64,255,1.71,0.81,0.28,3.4,14.62,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,18.7
2019,17,20191229,BAL,vs PIT,RB,Gus Edwards,0,0,0,0,0,0,14,58.8,0.32,0.12,0.8,5.6,0.03,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,9.6,8.8
2019,17,20191229,BAL,vs PIT,RB,Justice Hill,0,0,0,0,0,0,7.8,29.64,0.17,0,1.2,9.4,0.04,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,6.3,5.7
2019,17,20191229,BAL,vs PIT,RB,Mark Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BAL,vs PIT,TE,Hayden Hurst,0,0,0,0,0,0,0,0,0,0,3.1,32.55,0.23,0.01,0.03,0.01,0,0,0,0,0,0,0,0,0,0,7.8,6.1
2019,17,20191229,BAL,vs PIT,TE,Mark Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BAL,vs PIT,TE,Nick Boyle,0,0,0,0,0,0,0,0,0,0,2.3,23.69,0.16,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,5.6,4.5
2019,17,20191229,BAL,vs PIT,WR,Chris Moore,0,0,0,0,0,0,0,0,0,0,0.7,7.21,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.7,1.3
2019,17,20191229,BAL,vs PIT,WR,De'Anthony Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BAL,vs PIT,WR,Jaleel Scott,0,0,0,0,0,0,0,0,0,0,0.3,3.39,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5
2019,17,20191229,BAL,vs PIT,WR,Marquise Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BAL,vs PIT,WR,Miles Boykin,0,0,0,0,0,0,0.1,0.5,0,0,2,28,0.24,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.3,5.3
2019,17,20191229,BAL,vs PIT,WR,Seth Roberts,0,0,0,0,0,0,0,0,0,0,2.6,31.2,0.19,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.8,5.5
2019,17,20191229,BAL,vs PIT,WR,Willie Snead,0,0,0,0,0,0,0,0,0,0,2.1,22.05,0.22,0,0.02,0,0,0,0,0,0,0,0,0,0,0,5.6,4.5
2019,17,20191229,BUF,vs NYJ,D,Buffalo Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.18,19.25,2.6,1.02,1.19,0.52,0.22,0.05,0.06,0.04,8.5,8.5
2019,17,20191229,GB,@ DET,QB,Aaron Rodgers,33.55,21.47,255,1.78,0.5,0.28,2.8,10.08,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,18.5
2019,17,20191229,PHI,@ NYG,QB,Carson Wentz,36.9,22.51,262,1.62,0.7,0.32,3.3,11.22,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,17.9
2019,17,20191229,BUF,vs NYJ,RB,Devin Singletary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,RB,Frank Gore,0,0,0,0,0,0,13.3,47.75,0.32,0.05,1.2,7.98,0.05,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,9.1,8.2
2019,17,20191229,BUF,vs NYJ,RB,Senorise Perry,0,0,0,0,0,0,1.8,7.2,0.03,0,0.3,2.1,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.5,1.3
2019,17,20191229,BUF,vs NYJ,RB,T.J. Yeldon,0,0,0,0,0,0,6.8,26.18,0.16,0,2,15.2,0.09,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,7.6,6.5
2019,17,20191229,BUF,vs NYJ,TE,Dawson Knox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,TE,Lee Smith,0,0,0,0,0,0,0,0,0,0,0.8,7.6,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.9,1.5
2019,17,20191229,BUF,vs NYJ,TE,Tommy Sweeney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,TE,Tyler Kroft,0,0,0,0,0,0,0,0,0,0,2.2,22.22,0.19,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,5.6,4.4
2019,17,20191229,BUF,vs NYJ,WR,Andre Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,WR,Cole Beasley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,WR,D'haquille Williams,0,0,0,0,0,0,0,0,0,0,1.8,20.16,0.15,0,0.02,0,0,0,0,0,0,0,0,0,0,0,4.7,3.8
2019,17,20191229,BUF,vs NYJ,WR,Isaiah McKenzie,0,0,0,0,0,0,0.2,1.2,0,0,3.6,30.6,0.25,0,0.04,0,0,0,0,0,0,0,0,0,0,0,8.2,6.4
2019,17,20191229,BUF,vs NYJ,WR,John Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,BUF,vs NYJ,WR,Robert Foster,0,0,0,0,0,0,0,0,0,0,3,40.5,0.29,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,8.9,7.2
2019,17,20191229,CAR,vs NO,D,Carolina Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.49,29,1.9,0.65,1.56,0.69,0.19,0.02,0.08,0.04,5.2,5.2
2019,17,20191229,CAR,vs NO,FB,Alex Armah,0,0,0,0,0,0,0.1,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
2019,17,20191229,CAR,vs NO,K,Joey Slye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.8
2019,17,20191229,SEA,vs SF,QB,Russell Wilson,31.61,20.71,245,1.41,0.75,0.23,3.8,15.2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,17
2019,17,20191229,NYG,vs PHI,QB,Daniel Jones,33.91,21.7,234,1.55,1.12,0.18,3.8,16.34,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,16.7
2019,17,20191229,CAR,vs NO,RB,Christian McCaffrey,0,0,0,0,0,0,16.5,69.3,0.36,0.22,7.5,66.75,0.23,0.25,0.18,0.03,0,0,0,0,0,0,0,0,0,0,25.9,20.6
2019,17,20191229,CAR,vs NO,RB,Mike Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CAR,vs NO,RB,Reggie Bonnafon,0,0,0,0,0,0,1.5,5.78,0.02,0,0.2,1.5,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.1,1
2019,17,20191229,CAR,vs NO,TE,Chris Manhertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CAR,vs NO,TE,Greg Olsen,0,0,0,0,0,0,0,0,0,0,2.7,28.22,0.14,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,6.4,5
2019,17,20191229,CAR,vs NO,TE,Ian Thomas,0,0,0,0,0,0,0,0,0,0,1.7,16.83,0.09,0,0.02,0,0,0,0,0,0,0,0,0,0,0,3.9,3
2019,17,20191229,CAR,vs NO,WR,Brandon Zylstra,0,0,0,0,0,0,0,0,0,0,0.7,7.7,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.6,1.2
2019,17,20191229,CAR,vs NO,WR,Chris Hogan,0,0,0,0,0,0,0,0,0,0,2.9,37.12,0.15,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,7.5,6
2019,17,20191229,CAR,vs NO,WR,Curtis Samuel,0,0,0,0,0,0,2,9,0.05,0,3,37.56,0.19,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,9.1,7.5
2019,17,20191229,CAR,vs NO,WR,D.J. Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CAR,vs NO,WR,DeAndrew White,0,0,0,0,0,0,0,0,0,0,0.8,9.6,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.9,1.5
2019,17,20191229,CAR,vs NO,WR,Jarius Wright,0,0,0,0,0,0,0,0,0,0,2.6,28.68,0.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,5.9,4.6
2019,17,20191229,CHI,@ MIN,D,Chicago Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.34,15.75,2,0.9,1.26,0.55,0.21,0.05,0.07,0.04,7.6,7.6
2019,17,20191229,SF,@ SEA,QB,Jimmy Garoppolo,31.87,20.88,247,1.65,0.87,0.24,1.5,3.6,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16.3
2019,17,20191229,CHI,@ MIN,QB,Mitch Trubisky,32.81,21.16,228,1.33,0.9,0.15,3.8,17.1,0.12,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,16
2019,17,20191229,CHI,@ MIN,RB,David Montgomery,0,0,0,0,0,0,15.2,58.52,0.38,0.12,1.3,9.36,0.05,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0,11,9.8
2019,17,20191229,CHI,@ MIN,RB,Ryan Nall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CHI,@ MIN,RB,Tarik Cohen,0,0,0,0,0,0,4,14.68,0.08,0,3.8,28.31,0.16,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,9.5,7.5
2019,17,20191229,CHI,@ MIN,TE,Eric Saubert,0,0,0,0,0,0,0,0,0,0,0.8,7.6,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.8,1.4
2019,17,20191229,CHI,@ MIN,TE,J.P. Holtz,0,0,0,0,0,0,0,0,0,0,0.6,6,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.4,1.1
2019,17,20191229,CHI,@ MIN,WR,Allen Robinson,0,0,0,0,0,0,0,0,0,0,5,61.5,0.44,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,14.3,11.2
2019,17,20191229,CHI,@ MIN,WR,Anthony Miller,0,0,0,0,0,0,0.1,0.44,0,0,4.2,52.5,0.29,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,11.5,9.1
2019,17,20191229,CHI,@ MIN,WR,Cordarrelle Patterson,0,0,0,0,0,0,1,6.2,0.02,0,0.6,7.2,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2.4,2
2019,17,20191229,CHI,@ MIN,WR,Javon Wims,0,0,0,0,0,0,0,0,0,0,2,24.4,0.13,0,0.02,0,0,0,0,0,0,0,0,0,0,0,5.2,4.2
2019,17,20191229,CHI,@ MIN,WR,Jesper Horsted,0,0,0,0,0,0,0,0,0,0,1.8,18,0.13,0,0.02,0,0,0,0,0,0,0,0,0,0,0,4.4,3.4
2019,17,20191229,CHI,@ MIN,WR,Riley Ridley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CHI,@ MIN,WR,Taylor Gabriel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CIN,vs CLE,D,Cincinnati Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.43,22.5,2.2,0.9,1.38,0.6,0.21,0.04,0.07,0.04,6.9,6.9
2019,17,20191229,IND,@ JAX,QB,Jacoby Brissett,30.49,19.51,218,1.45,0.77,0.11,3.3,11.88,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,16
2019,17,20191229,JAX,vs IND,QB,Gardner Minshew,31.16,19.94,229,1.24,0.85,0.16,4.2,21,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,16
2019,17,20191229,CIN,vs CLE,RB,Giovani Bernard,0,0,0,0,0,0,3,11.25,0.06,0,2.4,18.36,0.1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,6.3,5
2019,17,20191229,CIN,vs CLE,RB,Joe Mixon,0,0,0,0,0,0,18.5,81.4,0.45,0.34,2.2,17.16,0.17,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0,16.7,14.4
2019,17,20191229,CIN,vs CLE,RB,Trayveon  Williams,0,0,0,0,0,0,0.5,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
2019,17,20191229,CIN,vs CLE,TE,C.J. Uzomah,0,0,0,0,0,0,0,0,0,0,1.4,13.86,0.11,0,0.01,0,0,0,0,0,0,0,0,0,0,0,3.4,2.7
2019,17,20191229,CIN,vs CLE,TE,Cethan Carter,0,0,0,0,0,0,0,0,0,0,0.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
2019,17,20191229,CIN,vs CLE,TE,Mason Schreck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CIN,vs CLE,TE,Tyler Eifert,0,0,0,0,0,0,0,0,0,0,3,30.45,0.25,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,7.5,6
2019,17,20191229,CIN,vs CLE,WR,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CIN,vs CLE,WR,Alex Erickson,0,0,0,0,0,0,0.3,1.5,0,0,3.2,36.8,0.16,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,8,6.3
2019,17,20191229,CIN,vs CLE,WR,Damion Willis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CIN,vs CLE,WR,John Ross,0,0,0,0,0,0,0,0,0,0,3.3,46,0.32,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,9.9,8.1
2019,17,20191229,CIN,vs CLE,WR,Stanley Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CIN,vs CLE,WR,Tyler Boyd,0,0,0,0,0,0,0.3,1.65,0,0,4.9,60.52,0.35,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,13.7,10.7
2019,17,20191229,CLE,@ CIN,D,Cleveland Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.35,20.5,2.7,0.97,1.24,0.54,0.22,0.04,0.07,0.04,7.5,7.5
2019,17,20191229,CLE,@ CIN,QB,Baker Mayfield,34.04,20.77,240,1.51,0.9,0.21,2,7,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,15.9
2019,17,20191229,DEN,vs OAK,QB,Drew Lock,32.71,19.63,229,1.49,0.89,0.16,3,9.9,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,15.7
2019,17,20191229,CLE,@ CIN,RB,D'Ernest Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CLE,@ CIN,RB,Dontrell Hilliard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CLE,@ CIN,RB,Kareem Hunt,0,0,0,0,0,0,6.4,26.88,0.19,0,4.2,31.5,0.23,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,12.5,10.3
2019,17,20191229,CLE,@ CIN,RB,Nick Chubb,0,0,0,0,0,0,19,84.55,0.54,0.37,1.6,12,0.07,0,0.14,0.04,0,0,0,0,0,0,0,0,0,0,16,13.9
2019,17,20191229,CLE,@ CIN,TE,David Njoku,0,0,0,0,0,0,0,0,0,0,1,11.6,0.1,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,2.8,2.3
2019,17,20191229,CLE,@ CIN,TE,Demetrius Harris,0,0,0,0,0,0,0,0,0,0,1,10.6,0.11,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,2.7,2.2
2019,17,20191229,CLE,@ CIN,TE,Pharaoh Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CLE,@ CIN,TE,Ricky Seals-Jones,0,0,0,0,0,0,0,0,0,0,1,11,0.13,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,2.9,2.4
2019,17,20191229,CLE,@ CIN,TE,Stephen Carlson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CLE,@ CIN,WR,Damion Ratley,0,0,0,0,0,0,0,0,0,0,0.9,11.25,0.09,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2.6,2.1
2019,17,20191229,CLE,@ CIN,WR,Jarvis Landry,0,0,0,0,0,0,0.2,1,0,0,5.2,62.92,0.36,0.19,0.05,0,0,0,0,0,0,0,0,0,0,0,14.3,11.1
2019,17,20191229,CLE,@ CIN,WR,Khadarel Hodge,0,0,0,0,0,0,0,0,0,0,0.9,10.8,0.08,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2.5,2
2019,17,20191229,CLE,@ CIN,WR,Odell Beckham,0,0,0,0,0,0,0.2,1,0,0,4.6,58.42,0.35,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,13,10.2
2019,17,20191229,CLE,@ CIN,WR,Rashard Higgins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,CLE,@ CIN,WR,Taywan Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,DAL,vs WAS,D,Dallas Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.72,16.75,2.6,0.95,1.19,0.52,0.21,0.05,0.06,0.04,8.3,8.3
2019,17,20191229,DAL,vs WAS,FB,Jamize Olawale,0,0,0,0,0,0,0.1,0.35,0,0,0.1,0.75,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2
2019,17,20191229,DAL,vs WAS,K,Kai Forbath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7
2019,17,20191229,CIN,vs CLE,QB,Andy Dalton,34.49,21.39,238,1.45,0.97,0.2,2,5.6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,15.6
2019,17,20191229,ARI,@ LA,QB,Kyler Murray,31.16,20.25,215,1.06,0.7,0.1,4.6,20.7,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,15.2
2019,17,20191229,DAL,vs WAS,RB,Ezekiel Elliott,0,0,0,0,0,0,21.2,89.04,0.88,0.41,3.2,25.12,0.14,0,0.17,0.04,0,0,0,0,0,0,0,0,0,0,21.9,18.9
2019,17,20191229,DAL,vs WAS,RB,Tony Pollard,0,0,0,0,0,0,3.1,13.18,0.09,0,1,7.15,0.04,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,3.8,3.3
2019,17,20191229,DAL,vs WAS,TE,Blake Jarwin,0,0,0,0,0,0,0,0,0,0,1.9,20.71,0.2,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,5.2,4.2
2019,17,20191229,DAL,vs WAS,TE,Dalton Schultz,0,0,0,0,0,0,0,0,0,0,0.1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1
2019,17,20191229,DAL,vs WAS,TE,Jason Witten,0,0,0,0,0,0,0,0,0,0,3.4,28.73,0.28,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,7.9,6.2
2019,17,20191229,DAL,vs WAS,WR,Amari Cooper,0,0,0,0,0,0,0,0,0,0,4.6,63.48,0.53,0.19,0.04,0,0,0,0,0,0,0,0,0,0,0,14.7,11.7
2019,17,20191229,DAL,vs WAS,WR,Devin Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,DAL,vs WAS,WR,Michael Gallup,0,0,0,0,0,0,0,0,0,0,4.1,60.27,0.41,0.16,0.04,0,0,0,0,0,0,0,0,0,0,0,13,10.5
2019,17,20191229,DAL,vs WAS,WR,Randall Cobb,0,0,0,0,0,0,0,0,0,0,3.1,39.53,0.26,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,8.6,7
2019,17,20191229,DAL,vs WAS,WR,Tavon Austin,0,0,0,0,0,0,0.9,4.5,0.02,0,1,12,0.09,0,0.02,0,0,0,0,0,0,0,0,0,0,0,3.3,2.8
2019,17,20191229,DAL,vs WAS,WR,Ventell Bryant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,DEN,vs OAK,D,Denver Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.54,18.75,2.2,0.68,1.2,0.53,0.18,0.05,0.06,0.04,7.2,7.2
2019,17,20191229,LAC,@ KC,QB,Philip Rivers,33.64,21.53,259,1.31,0.93,0.3,1,0.2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,14.8
2019,17,20191229,BAL,vs PIT,QB,Robert Griffin,23.93,15.45,168,1.06,0.65,0.01,6.3,26.78,0.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,14.1
2019,17,20191229,DEN,vs OAK,RB,Devontae Booker,0,0,0,0,0,0,0,0,0,0,0.4,3.12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6
2019,17,20191229,DEN,vs OAK,RB,Phillip Lindsay,0,0,0,0,0,0,15,60,0.5,0.14,2.2,14.3,0.11,0,0.12,0.03,0,0,0,0,0,0,0,0,0,0,13.7,12
2019,17,20191229,DEN,vs OAK,RB,Royce Freeman,0,0,0,0,0,0,7.6,26.6,0.22,0,2.6,17.42,0.13,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0,9.1,7.7
2019,17,20191229,DEN,vs OAK,TE,Andrew Beck,0,0,0,0,0,0,0.2,1,0,0,0.6,6.06,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.5,1.2
2019,17,20191229,DEN,vs OAK,TE,Jeff Heuerman,0,0,0,0,0,0,0,0,0,0,1.1,11.11,0.11,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,2.9,2.3
2019,17,20191229,DEN,vs OAK,TE,Noah Fant,0,0,0,0,0,0,0,0,0,0,2.7,31.05,0.26,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,7.4,6
2019,17,20191229,DEN,vs OAK,TE,Troy Fumagalli,0,0,0,0,0,0,0,0,0,0,0.2,2.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4
2019,17,20191229,DEN,vs OAK,WR,Courtland Sutton,0,0,0,0,0,0,0.3,1.8,0,0,4.7,69.56,0.45,0.25,0.05,0,0,0,0,0,0,0,0,0,0,0,15.2,12.1
2019,17,20191229,DEN,vs OAK,WR,DaeSean Hamilton,0,0,0,0,0,0,0,0,0,0,2.2,24.73,0.16,0,0.02,0,0,0,0,0,0,0,0,0,0,0,5.6,4.5
2019,17,20191229,DEN,vs OAK,WR,Diontae Spencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,DEN,vs OAK,WR,Fred Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,17,20191229,DEN,vs OAK,WR,Tim Patrick,0,0,0,0,0,0,0,0,0,0,2.5,30.75,0.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.8,5.5
2019,17,20191229,DET,vs GB,D,Detroit Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.52,28,2.2,0.5,1.35,0.59,0.16,0.03,0.08,0.04,4.8,4.8
2019,17,20191229,MIA,@ NE,QB,Ryan Fitzpatrick,33.82,21.48,230,0.98,1.4,0.16,3.9,16.77,0.09,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,13.9
2019,17,20191229,OAK,@ DEN,QB,Derek Carr,30.32,20.16,235,1.21,0.68,0.18,1,1.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,13.9
2019,17,20191229,NYJ,@ BUF,QB,Sam Darnold,29.14,18.51,204,1.3,1.02,0.07,2,6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,13.6
2019,17,20191229,DET,vs GB,RB,Bo Scarbrough,0,0,0,0,0,0,6.6,25.08,0.11,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1
2019,17,20191229,DET,vs GB,RB,J.D. McKissic,0,0,0,0,0,0,1.2,4.8,0.01,0,1.5,10.5,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,3.3,2.5
2019,17,20191229,DET,vs GB,RB,Kerryon Johnson,0,0,0,0,0,0,11.1,43.29,0.15,0.03,1.6,12.32,0.07,0,0.09,0.01,0,0,0,0,0,0,0,0,0,0,8.5,7.5
2019,17,20191229,DET,vs GB,RB,Ty Johnson,0,0,0,0,0,0,4,13.2,0.04,0,0.6,4.2,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,2.7,2.3
